deal_type,obj_type,district,area_range,count,min_price_sqm,median_price_sqm,max_price_sqm,min_price,median_price,max_price
аренда,Торговое помещение,Центр: Дом печати,161-170,1,1100,1100,1100,187000,187000,187000
аренда,Торговое помещение,Шорохово с.,61-70,1,909,909,909,60000,60000,60000
аренда,Свободного назначения,Решетникова д.,131-140,1,524,524,524,70000,70000,70000
аренда,Торговое помещение,Винзили рп.,21-30,1,1600,1600,1600,40000,40000,40000
аренда,Офисное помещение,МЖК,11-20,1,1250,1250,1250,15000,15000,15000
аренда,Свободного назначения,Центр: Студгородок,131-140,1,998,998,998,140000,140000,140000
аренда,Торговое помещение,Мыс мкр.,131-140,1,1214,1214,1214,170000,170000,170000
аренда,Свободного назначения,Войновка мкр.,41-50,1,700,700,700,35000,35000,35000
аренда,Свободного назначения,Московский тракт мкр.,281-290,1,1304,1304,1304,369000,369000,369000
аренда,База/склад/производство,Нижние Тарманы д.,2591-2600,1,192,192,192,500000,500000,500000
аренда,Торговое помещение,Центр: Исторический,701-710,1,1700,1700,1700,1207000,1207000,1207000
аренда,Торговое помещение,Центр: Исторический,171-180,1,2200,2200,2200,385000,385000,385000
аренда,Свободного назначения,Патрушева д.,271-280,1,536,536,536,150000,150000,150000
аренда,База/склад/производство,район пос. Антипино,801-810,1,500,500,500,405000,405000,405000
аренда,Свободного назначения,Центр: Исторический,491-500,1,1500,1500,1500,750000,750000,750000
аренда,База/склад/производство,микрорайон Плеханова,211-220,1,227,227,227,50000,50000,50000
аренда,Торговое помещение,Заречный мкр.,61-70,1,1500,1500,1500,94500,94500,94500
аренда,Свободного назначения,Тюменский 1-й мкр.,71-80,1,775,775,775,62000,62000,62000
аренда,Свободного назначения,Луговое с.,81-90,1,800,800,800,67200,67200,67200
аренда,Торговое помещение,Центр: Исторический,551-560,1,1500,1500,1500,835650,835650,835650
аренда,Торговое помещение,Ново-Патрушево мкр.,71-80,1,1504,1504,1504,117300,117300,117300
аренда,Свободного назначения,Комарово Парк мкр.,31-40,1,1300,1300,1300,41600,41600,41600
аренда,База/склад/производство,Трудовик с/о,1-10,1,700,700,700,3500,3500,3500
аренда,Свободного назначения,Югра мкр.,141-150,1,667,667,667,100000,100000,100000
аренда,Офисное помещение,Центр: КПД,131-140,1,652,652,652,86000,86000,86000
аренда,Свободного назначения,Лесобаза: Тура мкр,151-160,1,613,613,613,95000,95000,95000
аренда,База/склад/производство,район пос. Антипино,621-630,1,600,600,600,375000,375000,375000
аренда,Торговое помещение,Восточный 2 мкр.,41-50,1,1591,1591,1591,70000,70000,70000
аренда,Свободного назначения,Тюменский 3-й мкр.,131-140,1,904,904,904,125000,125000,125000
аренда,Свободного назначения,Московский п.,111-120,1,1047,1047,1047,120000,120000,120000
аренда,Торговое помещение,Центр: Студгородок,341-350,1,1097,1097,1097,380000,380000,380000
аренда,Офисное помещение,Центр: Исторический,361-370,1,1081,1081,1081,400000,400000,400000
аренда,База/склад/производство,район пос. Антипино,641-650,1,600,600,600,390000,390000,390000
аренда,Свободного назначения,микрорайон Зарека,61-70,1,600,600,600,39000,39000,39000
аренда,База/склад/производство,район пос. Антипино,1051-1060,1,680,680,680,720800,720800,720800
аренда,База/склад/производство,район пос. Антипино,401-410,1,600,600,600,241200,241200,241200
аренда,Свободного назначения,Центр: КПД,321-330,1,1256,1256,1256,412500,412500,412500
аренда,База/склад/производство,Россиянка с/о,191-200,1,2500,2500,2500,500000,500000,500000
аренда,Свободного назначения,Тюменский 1-й мкр.,91-100,1,1000,1000,1000,95700,95700,95700
аренда,База/склад/производство,Антипино мкр.,741-750,1,1000,1000,1000,750000,750000,750000
аренда,Свободного назначения,Европейский мкр.,11-20,1,2778,2778,2778,50000,50000,50000
аренда,Свободного назначения,Тюменский 2-й мкр.,441-450,1,667,667,667,300000,300000,300000
аренда,Торговое помещение,Европейский мкр.,21-30,1,1700,1700,1700,35700,35700,35700
аренда,База/склад/производство,Гилевская Роща,861-870,1,648,648,648,560000,560000,560000
аренда,База/склад/производство,Гилевская Роща,431-440,1,648,648,648,280000,280000,280000
аренда,Торговое помещение,Маяк мкр.,91-100,1,1000,1000,1000,93000,93000,93000
аренда,Торговое помещение,микрорайон Казарово,151-160,1,1000,1000,1000,153400,153400,153400
